code,turnover20,last_close,days
9974,194171900.0,7000.0,734
4022,1390525945.0,1832.0,734
9537,3527875.0,4305.0,734
6644,430658820.0,1485.0,734
6932,76570190.0,2595.0,734
7516,383629250.0,4600.0,734
5802,36158379412.5,2080.5,734
9557,21012135.0,249.0,734
7947,524995055.0,2840.0,734
3123,1972810.0,649.0,734
4615,2799600.0,130.0,734
8912,45917145.0,158.0,734
8153,660944175.0,3960.0,734
9780,8554725.0,1138.0,734
3802,777280.0,504.0,734
3762,529773770.0,2532.0,734
1853,6170415.0,326.0,734
5965,11915280.0,1210.0,734
4826,112576675.0,543.0,734
3236,21484850.0,283.0,734
4027,124496885.0,2360.0,734
6997,2403710105.0,2787.0,734
9005,3471428107.5,1662.5,734
7868,180633565.0,536.0,734
9162,6454005.0,232.0,734
6218,2748980.0,651.0,734
8032,275381200.0,1274.0,734
3560,24434075.0,5200.0,734
4997,408385450.0,1174.0,734
3853,216447715.0,1098.0,734
6652,351499300.0,3810.0,734
7181,3898789195.0,1799.5,734
6268,4222860285.0,4619.0,734
7551,8307290.0,700.0,734
4095,347203335.0,1780.0,734
3611,66133755.0,2384.0,734
4512,15168600.0,298.0,734
7435,29616800.0,1290.0,734
5302,289391325.0,5050.0,734
3375,893705.0,1814.0,734
6635,17172310.0,675.0,734
6265,7166050.0,3090.0,734
6678,20405570.0,2060.0,734
7871,5084550.0,1012.0,734
9996,1818800.0,2035.0,734
8056,2060554560.0,4750.0,734
278A,79223119950.0,19740.0,440
7218,4264450.0,1120.0,734
6209,332750350.0,3970.0,725
7818,256457280.0,1244.0,734
3418,15055785.0,1050.0,734
4316,123575230.0,68.0,734
7270,9733765705.0,2632.5,734
8897,386894830.0,455.0,734
2436,32114390.0,592.0,734
6728,3668451910.0,7289.0,734
2181,3057230699.484253,291.8999938964844,734
6302,4535783470.0,5978.0,734
8628,1282599750.0,1172.0,734
7447,176191810.0,1644.0,734
4633,333344090.0,2651.0,734
386A,4670615.0,1250.0,286
3352,2055155.0,1848.0,734
8007,83276385.0,806.0,734
6750,336987640.0,2029.0,734
6408,3235400.0,4250.0,734
7073,2283270.0,2282.0,734
9505,1120655790.2755737,1148.5,734
8887,21904175.0,358.0,734
6474,335751250.0,5420.0,734
9663,168231325.0,4910.0,734
1429,60464850.0,797.0,734
3710,1985445.0,641.0,734
6086,23936110.0,1044.0,734
8892,173524785.0,1113.0,734
4017,1084530.0,214.0,734
9955,4186005.0,2812.0,734
9698,2599475.0,1285.0,734
4237,16835635.0,334.0,734
4432,638217050.0,3320.0,734
4935,73039970.0,135.0,734
549A,30126725.0,487.0,113
8085,8201075.0,4330.0,734
8616,798816655.0,898.0,734
9896,42870830.0,1416.0,734
